,Rewards Episodi,actor_losses,critic_losses,exploration_rates
198,1339.5900000000001,-48.898231964111325,7568.242412109375,0.2055652647205143
199,690.8699999999999,-34.0150560760498,5148.77283203125,0.20486749481244998
200,-149.39999999999998,-28.189703369140624,4293.401025390625,0.20429463955537894
201,23.14999999999992,-22.359664840698244,3151.533359375,0.20384566295451012
202,1236.3899999999999,-27.932579803466798,4063.3983447265623,0.20329599456691902
203,2313.35,-52.39144500732422,7528.668125,0.2022820009900941
204,2898.439999999999,-52.9792342376709,7525.13091796875,0.20127306497958297
205,-1215.1199999999997,-54.27482566833496,7602.45154296875,0.20026916130941022
206,-661.36,-20.88457359313965,2957.59109375,0.19988899216920497
207,-266.26000000000005,-23.249137802124025,3028.957109375,0.1994696447868005
208,-212.38000000000014,-34.694239120483395,4494.3968359375,0.19885221552582102
209,778.51,-11.226937789916992,1342.90359375,0.19865345276993415
210,852.72,-27.127095031738282,3618.284501953125,0.1981772323649524
211,2153.35,-35.519333572387694,4544.808564453125,0.19756380357856818
212,634.05,-39.37815490722656,5073.299560546875,0.19689319379803308
213,390.72,-41.41485954284668,5433.680615234375,0.19620523784660746
214,437.37,-15.573322906494141,1875.45134765625,0.1959503240213918
215,390.06999999999994,-26.614950866699218,3339.9780859375,0.1955196856521731
216,1556.8600000000001,-31.643637313842774,3750.7014453125,0.1950119694003969
217,152.47,-14.71377326965332,1840.040068359375,0.1947780837021233
218,577.1600000000001,-37.03450920104981,4306.905947265625,0.19419459594541563
219,461.29,-7.469566116333008,868.869716796875,0.19407810831315417
220,1870.4100000000003,-35.03429420471191,3941.10001953125,0.19353542258972414
221,1547.9599999999996,-34.04131088256836,3783.25462890625,0.1930135556923136
222,564.07,-20.32923385620117,2326.1271826171874,0.19270496551142036
223,2059.17,-63.96432304382324,7471.692412109375,0.19174379754710746
224,1519.7100000000005,-46.68748031616211,5387.24814453125,0.19105472649394054
225,903.5400000000001,-27.528209686279297,3137.0834375,0.19065391252924047
226,1079.79,-19.872821807861328,2411.167998046875,0.1903681317603333
227,376.53,-25.410780181884764,2897.7594140625,0.19000675765510106
228,407.27,-32.39446502685547,3356.807919921875,0.1895512654710081
229,659.78,-25.88120849609375,2696.944541015625,0.18919144201567542
230,527.5699999999999,-16.38383361816406,1862.049365234375,0.1889645371099956
231,774.4499999999999,-43.923800506591796,4374.6601953125,0.18836078691876273
232,3485.4999999999995,-69.77376327514648,7437.3107080078125,0.18742128671627134
233,813.23,-31.042835845947266,3122.45625,0.1870093925401762
234,506.80000000000007,-22.821617279052735,2067.61095703125,0.18671040181869178
235,2031.9500000000003,-33.13041244506836,3206.5870703125,0.18628143994132657
236,-23.49000000000001,-27.618870697021485,2927.261123046875,0.1859278235662659
237,1121.8400000000001,-52.909659423828124,5154.04146484375,0.18525965342028566
238,783.8899999999999,-16.288571166992188,1683.520625,0.18505596966377102
239,92.67000000000002,-26.838811492919923,2789.700498046875,0.1847231519030608
240,2181.35,-34.56261444091797,3238.863310546875,0.18429875567627696
241,1747.43,-30.2083757019043,2850.2869921875,0.18393050812254888
242,812.8000000000001,-38.07617401123047,3442.21314453125,0.1834712332209593
243,1021.1300000000001,-18.450467376708986,1569.08841796875,0.18325118879175353
244,1718.0800000000002,-62.30758316040039,5938.080810546875,0.18251961158701094
245,1618.53,-66.52787307739258,5827.689111328125,0.18175459861891757
246,393.72,-22.477346954345702,2136.988994140625,0.18150030751139534
247,2488.7200000000003,-51.87436767578125,4400.9087890625,0.18092040586929495
248,177.83999999999997,-32.73312240600586,2700.634228515625,0.18055890860016593
249,490.03000000000003,-22.93082489013672,2030.016982421875,0.1803062903710272
250,-47.099999999999994,-26.264444427490233,2294.482001953125,0.1800180165730433
251,-502.41999999999996,-61.32587142944336,5074.039873046875,0.1793531474341616
252,401.12,-6.691354675292969,545.8121484375,0.1792814169356594
253,422.94,-15.09232925415039,1212.754423828125,0.17912012818667006
254,1433.25,-76.14062896728515,6176.327060546875,0.17831585836005126
255,-472.0,-28.984158630371095,2445.298505859375,0.1780129637891942
256,201.3,-27.37436248779297,2023.19392578125,0.17772835656303324
257,463.7,-30.92783935546875,2429.22642578125,0.17740871730063346
258,164.81,-36.26904525756836,2807.71724609375,0.177036531316761
259,48.60000000000002,-33.097140350341796,2633.216806640625,0.17670046446824797
260,568.3,-33.22322418212891,2444.88666015625,0.17636503557239822
261,314.53,-26.30999465942383,1812.89076171875,0.17610067312210498
262,1518.0500000000002,-38.74426818847656,3025.057861328125,0.17571365816272508
263,674.15,-31.867627410888673,2453.25650390625,0.17539764227660065
264,542.25,-12.454797668457031,923.134013671875,0.1752749007543736
265,157.55,-19.61582550048828,1556.637783203125,0.17508219473582465
266,844.3899999999999,-35.724676055908205,2983.35345703125,0.1747323628030141
267,664.02,-19.69044174194336,1479.474609375,0.1745402532779053
268,177.31,-23.38015853881836,1859.2317578125,0.17431348704013555
269,785.59,-30.754893798828125,2222.8740234375,0.174017391060018
270,1078.93,-36.348081817626955,2629.1484375,0.17366968671264554
271,906.7800000000001,-43.89547393798828,3221.309765625,0.1732533584415476
272,407.02000000000004,-27.64559600830078,2060.122724609375,0.17299366024110505
273,1103.5,-33.35447906494141,2384.916083984375,0.17268253619186136
274,458.20000000000005,-18.588251190185545,1396.03841796875,0.1725099313420925
275,1188.83,-54.21513000488281,4025.84296875,0.17201035230158002
276,553.59,-11.298975677490235,856.054130859375,0.17190717188831198
277,445.71000000000004,-28.33503372192383,1916.639189453125,0.1716494915548157
278,696.5800000000002,-36.07328247070313,2645.194619140625,0.17132365087523027
279,254.14999999999998,-24.82746856689453,1652.111005859375,0.17110106371255382
280,-134.02999999999994,-36.46238693237305,2565.418564453125,0.17077626410858832
281,198.23000000000002,-23.10038787841797,1539.605087890625,0.17057144526643003
282,593.08,-21.24561584472656,1517.151259765625,0.17038391046279322
283,527.0,-36.81244857788086,2574.7934765625,0.17006047222436488
284,2464.0899999999997,-97.62255905151368,6534.530561523437,0.1692122497747555
285,718.1499999999999,-33.49443298339844,2236.582412109375,0.16892481896377406
286,-56.0600000000001,-57.390549926757814,3968.29169921875,0.16843562220669392
287,277.84000000000003,-33.74141784667969,2060.24990234375,0.16814951060689265
288,394.08,-23.90920913696289,1437.730712890625,0.16794784213585684
289,678.54,-24.008095092773438,1570.93375,0.16774641553392947
290,412.3500000000001,-52.37970153808594,3698.73919921875,0.1673108195935018
291,457.44,-10.133374938964844,589.14779296875,0.167227180913114
292,-843.7299999999999,-48.85914337158203,3325.09982421875,0.1668262968876517
293,1118.8400000000001,-55.1151545715332,3612.164853515625,0.16637645095868292
294,433.04999999999995,-28.656905517578124,1775.69890625,0.16614367526936677
295,309.42999999999995,-24.611182861328125,1549.56490234375,0.16594441247732586
296,126.12000000000012,-69.94304885864258,4629.429677734375,0.16538113143081473
297,412.0799999999999,-8.258280639648438,506.12091796875,0.16531498890044877
298,308.88,-28.958722381591798,1835.05703125,0.1650836982924699
299,-560.5500000000002,-43.52480300903321,2625.9517822265625,0.1647373689823597
300,248.07999999999998,-24.92652572631836,1614.89423828125,0.16453979283001033
301,-907.8499999999999,-45.7693441772461,2961.95966796875,0.16417818511943488
302,575.21,-50.140069274902345,3194.137255859375,0.16378461027481694
303,173.94000000000003,-23.040772857666017,1583.2462109375,0.16360453725803129
304,359.72,-27.311681060791017,1532.307255859375,0.16339197892435572
305,435.4700000000001,-14.731714172363281,976.419775390625,0.16327763884570612
306,543.27,-23.169854278564454,1547.1006640625,0.1630981232187418
307,103.97999999999996,-37.978627319335935,2151.1485693359373,0.16280479600403844
308,1050.8000000000002,-27.523932037353514,1526.4027587890625,0.16259327671042356
309,648.04,-40.36286529541016,2281.387998046875,0.16228462736168708
310,585.5999999999999,-40.52963653564453,2521.338447265625,0.16197656391922188
311,1056.52,-30.001219787597655,1775.421708984375,0.16174994406946494
312,8.649999999999991,-30.0893017578125,1834.8563671875,0.16152364128135605
313,1748.6200000000001,-75.44889770507812,4444.3412255859375,0.16095926854620995
314,219.03,-43.40305648803711,2627.172197265625,0.16063765564831226
315,372.32000000000005,-39.203444213867186,2290.970078125,0.16034875351272732
316,-259.14,-41.48205047607422,2436.6724609375,0.16004436492210586
317,184.92000000000002,-52.6123080444336,3140.37748046875,0.1596606998449803
318,549.3399999999999,-24.10676254272461,1562.618251953125,0.159485160862197
319,-320.98,-41.6812858581543,2398.714189453125,0.15918241162170463
320,391.8,-35.194128875732424,1981.014033203125,0.15892791069289064
321,551.76,-55.23721069335937,3356.072412109375,0.15853106733455735
322,759.2299999999999,-19.928616180419922,1169.62771484375,0.15838844643182587
323,320.06,-44.374662475585936,2555.760595703125,0.1580719702965244
324,467.15,-40.036007232666016,2313.2208984375,0.1577876824711669
325,718.5799999999999,-37.893723754882814,2349.414111328125,0.15751965789495598
326,1528.68,-55.709972534179684,3131.191533203125,0.15712633094709627
327,286.59,-42.361792449951174,2322.3218115234376,0.1568280594521282
328,709.35,-20.11432327270508,1096.93986328125,0.15668697064355108
329,-227.96,-31.399672546386718,1823.5044970703125,0.15646775141277502
330,227.86999999999998,-40.540476684570315,2377.901455078125,0.15618634872826193
331,941.9199999999998,-45.18950927734375,2514.016318359375,0.15587427260689124
332,543.5899999999999,-42.951302947998045,2324.7625146484374,0.15557837788296253
333,1571.0100000000002,-56.6902311706543,3235.502919921875,0.1551898983157553
334,987.3,-27.309958038330077,1532.808828125,0.15500377282897518
335,200.26000000000002,-34.21439224243164,1782.59185546875,0.15477142985318765
336,394.92999999999995,-32.04391448974609,1666.3946337890625,0.15455489063707306
337,-801.2499999999999,-64.23711395263672,3632.428076171875,0.15412272065477045
338,1311.3200000000002,-39.12081161499023,2027.68859375,0.15386092153179065
339,494.02,-13.814287109375,733.835654296875,0.15376862805493283
340,333.7,-43.74225006103516,2350.5475537109373,0.15347673045704016
341,474.27000000000004,-11.514866638183594,617.04615234375,0.15340000743795001
342,72.61000000000004,-29.98146179199219,1656.7543359375,0.15320070703642508
343,545.2,-43.95154861450195,2296.040498046875,0.1529098875178728
344,470.49999999999994,-30.16889419555664,1672.6876171875,0.1527112238900906
345,282.96,-41.90020599365234,2299.45080078125,0.15243657721069537
346,-67.63999999999994,-46.66730712890625,2485.800986328125,0.1521319935120669
347,-508.15999999999997,-39.7214826965332,1860.242548828125,0.1518735759191941
348,274.54,-25.7436882019043,1419.708642578125,0.1517065984910956
349,-50.10000000000004,-30.47406036376953,1593.517822265625,0.15150949820082676
350,537.8900000000001,-56.52411407470703,2908.902890625,0.1511462932648655
351,1320.33,-59.122900390625,3349.34265625,0.15076888062313779
352,573.49,-14.209795989990234,806.643505859375,0.15067844190708082
353,33.75000000000007,-71.15930603027344,3799.6243359375,0.1502270614212402
354,1123.1100000000001,-81.02341506958008,4175.397705078125,0.14971713128796008
355,-353.68,-57.69141860961914,2928.548056640625,0.14935822308928293
356,-34.59999999999994,-48.18167098999024,2474.54251953125,0.14905979025353217
357,624.2599999999999,-48.27656448364258,2468.8611328125,0.14876195371677065
358,723.6399999999999,-24.216342163085937,1315.129794921875,0.14861325868808475
359,244.76,-38.81598663330078,1933.600927734375,0.14837565572689781
360,1600.2900000000002,-87.6465153503418,4234.435595703125,0.14784243707438346
361,428.98999999999995,-48.91111938476563,2774.72810546875,0.14754703293239638
362,15.40000000000002,-44.065201873779294,2270.831943359375,0.14728167389972524
363,821.55,-39.1614192199707,1867.5360107421875,0.14704619987704345
364,418.79999999999995,-39.22742462158203,1899.265712890625,0.14681110233036096
365,535.23,-41.84739669799805,2071.453251953125,0.14656172301970194
366,1119.44,-46.902889556884766,2389.49376953125,0.1462835062245494
367,183.70000000000002,-49.5035466003418,2383.287578125,0.14599121698406975
368,346.85999999999996,-7.436892700195313,347.354580078125,0.14594742399856506
369,100.89000000000003,-59.613968505859376,3025.263525390625,0.14559755270061625
370,1666.5500000000004,-52.252804870605466,2427.74341796875,0.14529210340124804
371,329.37,-49.94939849853515,2369.265947265625,0.14500179508387942
372,361.91,-37.63094955444336,1651.690166015625,0.14478444457718243
373,738.35,-25.156045684814455,1293.30130859375,0.14463972526823426
374,301.86,-57.99300354003906,2977.473720703125,0.1443074195825933
375,437.72,-27.741757049560547,1434.328095703125,0.14414876076632727
376,281.89,-60.50888565063477,3099.254296875,0.14380320129946383
377,-45.93999999999994,-42.85383178710938,2131.179794921875,0.14355893133185657
378,1271.8000000000002,-53.06359146118164,2443.685654296875,0.14325775885896805
379,515.66,-60.783200378417966,2777.054580078125,0.1429143353393195
380,859.96,-25.296128234863282,1253.74806640625,0.1427714852982844
381,-354.4399999999998,-55.7448371887207,2750.02533203125,0.14245771761299555
382,535.4200000000001,-40.669748077392576,2011.26275390625,0.14222995613432557
383,547.3000000000001,-15.274378814697265,725.880830078125,0.142144639492294
384,-344.03000000000003,-43.41681854248047,1877.4719921875,0.1419031868252423
385,556.39,-43.685473937988284,2020.450703125,0.1416621442995131
386,594.23,-46.44108428955078,2325.354365234375,0.14140736906730178
387,522.73,-38.776967163085935,1808.5667822265625,0.14119540642711734
388,279.03,-31.095825805664063,1532.2390625,0.14102606509731705
389,165.97999999999996,-46.683285522460935,2186.02341796875,0.14077243383498741
390,227.70000000000002,-62.39546936035156,2847.108662109375,0.14043496824092694
391,-52.44,-51.97755889892578,2606.55998046875,0.14015436497085695
392,212.5,-31.217645874023436,1424.9052734375,0.13998627220394577
393,178.49,-44.27394805908203,2000.517587890625,0.13974848582737193
394,1042.65,-49.617236328125,2125.09228515625,0.13948320253884855
395,530.76,-28.78837371826172,1133.929755859375,0.1393298477088071
396,-83.97999999999996,-60.31322174072265,2604.11255859375,0.13900974131696184
397,322.66,-23.650126647949218,1094.16421875,0.13888468258160835
398,158.26999999999995,-68.41136352539063,3182.967822265625,0.13852403342122202
399,350.49,-42.06125762939453,2130.7401025390627,0.13830256111903994
400,710.72,-39.43445617675781,1598.381533203125,0.13809525243214177
401,305.01,-34.22512176513672,1561.70099609375,0.1379158362787915
402,-334.76,-55.38496154785156,2543.83041015625,0.1376265024625167
403,458.97,-44.88242004394531,2119.269169921875,0.13739272448682052
404,290.6200000000001,-76.64284698486328,3666.774033203125,0.13699484289856328
405,338.21999999999997,-47.59154022216797,2106.546181640625,0.13674846167170962
406,521.7400000000001,-42.32229370117187,1923.062236328125,0.13652982815463463
407,617.76,-37.05151550292969,1492.778935546875,0.13633881058767858
408,898.59,-37.07563995361328,1787.9459423828125,0.13614806027155985
409,174.93000000000006,-47.714458312988285,2056.4994140625,0.1359032019585481
410,-223.08999999999997,-63.70144012451172,2728.59390625,0.13557740909176136
411,332.52,-37.21114532470703,1553.2050146484376,0.1353877240451386
412,553.76,-53.19167846679687,2177.46171875,0.13511720567944763
413,706.1800000000002,-77.42940856933593,3461.25228515625,0.1347259138654348
414,1029.26,-40.223524780273436,1805.549443359375,0.13452396639556435
415,375.27,-45.67523895263672,2054.67240234375,0.13429545851384195
416,164.14000000000004,-45.80568420410156,2126.8159765625,0.1340673387849031
417,289.88,-70.15372009277344,3127.529384765625,0.13371919907453872
