,Rewards Steps
1885,116.6
1886,54.24
1887,60.0
1888,72.0
1889,46.0
1890,202.0
1891,105.05999999999999
1892,210.0
1893,76.95
1894,75.36
1895,84.59
1896,78.86
1897,82.80999999999999
1898,59.08
1899,50.46
1900,66.0
1901,228.0
1902,86.56
1903,89.12
1904,85.92
1905,72.96
1906,204.0
1907,92.72
1908,50.47
1909,160.0
1910,113.4
1911,73.0
1912,94.89
1913,67.94999999999999
1914,196.0
1915,78.56
1916,55.5
1917,110.9
1918,18.36
1919,4.0
1920,42.0
1921,48.0
1922,18.0
1923,112.0
1924,138.78
1925,103.08
1926,138.10000000000002
1927,69.31
1928,84.0
1929,18.0
1930,112.0
1931,84.8
1932,162.0
1933,135.16
1934,69.28
1935,110.0
1936,56.95
1937,32.0
1938,94.0
1939,146.0
1940,122.08
1941,121.24000000000001
1942,44.0
1943,180.0
1944,126.4
1945,67.85
1946,72.43
1947,62.84
1948,204.0
1949,87.44
1950,69.67999999999999
1951,72.27000000000001
1952,18.84
1953,128.0
1954,28.64
1955,96.0
1956,136.0
1957,58.120000000000005
1958,154.0
1959,94.92999999999999
1960,39.60000000000001
1961,200.0
1962,114.5
1963,4.0
1964,132.0
1965,106.63999999999999
1966,74.75
1967,37.1
1968,58.0
1969,166.0
1970,60.129999999999995
1971,66.75
1972,140.0
1973,139.2
1974,73.9
1975,153.39999999999998
1976,114.95
1977,92.0
1978,68.46
1979,66.0
1980,104.0
1981,89.42
1982,104.0
1983,217.58
1984,82.24
1985,148.0
1986,86.16000000000001
1987,54.14
1988,64.0
1989,142.0
1990,51.55
1991,38.0
1992,132.0
1993,127.76
1994,87.93
1995,76.91
1996,217.62999999999997
1997,6.300000000000001
1998,64.0
1999,136.0
2000,154.85999999999999
2001,71.93
2002,61.65
2003,82.68
2004,138.2
2005,159.0
2006,70.2
2007,146.0
2008,64.3
2009,68.16
2010,70.0
2011,128.0
2012,163.04000000000002
2013,79.15
2014,112.96000000000001
2015,21.36
2016,32.0
2017,100.0
2018,6.0
2019,140.0
2020,172.20000000000002
2021,76.15
2022,78.65
2023,92.53999999999999
2024,20.619999999999997
2025,98.0
2026,108.0
2027,86.96
2028,218.0
2029,84.71000000000001
2030,38.400000000000006
2031,146.0
2032,39.41
2033,24.0
2034,140.0
2035,29.399999999999995
2036,140.0
2037,86.6
2038,202.6
2039,62.56
2040,174.0
2041,52.349999999999994
2042,165.53
2043,111.08
2044,73.36
2045,66.0
2046,150.0
2047,124.5
2048,75.48
2049,62.839999999999996
2050,179.04
2051,76.4
2052,86.74
2053,144.0
2054,41.42
2055,206.0
2056,66.38
2057,144.64000000000001
2058,77.38
2059,64.2
2060,148.0
2061,96.4
2062,50.5
2063,132.0
2064,27.040000000000006
2065,46.0
2066,28.0
2067,208.0
2068,108.76
2069,214.0
2070,82.2
2071,79.2
2072,80.60000000000001
2073,71.96
2074,83.24
2075,116.23
2076,176.0
2077,46.879999999999995
2078,36.0
2079,192.0
2080,62.67999999999999
2081,63.5
2082,6.0
2083,240.0
2084,79.6
2085,110.76
2086,92.5
2087,93.12
2088,90.78
2089,118.0
2090,187.46
2091,74.54
2092,80.0
2093,74.32
2094,101.92999999999999
2095,38.25
2096,106.0
2097,209.99999999999997
2098,86.99000000000001
2099,86.07999999999998
2100,98.12
2101,87.28
2102,81.45
2103,186.0
2104,76.24
2105,103.92
2106,72.62
2107,85.68
2108,94.4
2109,74.84
2110,104.56
2111,117.05999999999999
2112,66.48
2113,72.0
2114,150.0
2115,112.75
2116,91.48
2117,75.62
2118,92.91999999999999
2119,75.92
2120,188.0
2121,98.36000000000001
2122,69.12
2123,72.92
2124,132.28
2125,76.65
2126,89.6
2127,75.50999999999999
2128,238.0
2129,66.03
2130,67.99
2131,62.00000000000001
2132,52.809999999999995
2133,130.0
2134,60.4
2135,16.0
2136,216.0
2137,77.96000000000001
2138,73.72
2139,56.5
2140,174.57000000000002
2141,119.74000000000001
2142,67.5
2143,82.0
2144,156.0
2145,124.8
2146,86.60000000000001
2147,76.0
2148,174.0
2149,84.61000000000001
2150,84.42
2151,121.67999999999999
2152,80.80000000000001
2153,94.44
2154,18.0
2155,114.0
2156,21.739999999999995
2157,144.0
2158,92.98
2159,144.35
2160,85.67
2161,130.0
2162,15.450000000000003
2163,126.0
2164,33.49
2165,82.0
2166,70.0
2167,116.0
2168,212.08
2169,90.14
2170,51.75
2171,190.0
2172,82.8
2173,122.86
2174,108.84
2175,154.0
2176,132.53
2177,72.85
2178,57.36
2179,90.51
2180,69.7
2181,10.0
2182,122.0
2183,182.0
2184,80.55
2185,224.0
2186,75.62
2187,42.8
2188,8.0
2189,100.0
2190,172.0
2191,113.76
2192,74.3
2193,69.61
2194,51.42
2195,130.0
2196,68.15
2197,188.0
2198,58.839999999999996
2199,58.8
2200,140.0
2201,131.4
2202,85.78
2203,132.06
2204,188.0
2205,78.64
2206,112.32
2207,80.19
2208,71.38
2209,107.93
2210,81.05000000000001
2211,150.04
2212,190.0
2213,63.25
2214,146.93
2215,77.66
2216,56.64
2217,194.0
2218,99.15
2219,77.2
2220,75.35
2221,74.49000000000001
2222,108.56
2223,87.79
2224,80.88
2225,68.84
2226,176.0
2227,70.1
2228,49.76
2229,140.0
2230,49.0
2231,88.0
2232,166.0
2233,107.6
2234,92.0
2235,87.6
2236,86.33999999999999
2237,186.82
2238,128.0
2239,17.580000000000002
2240,140.0
2241,27.4
2242,40.0
2243,16.0
2244,128.0
2245,34.32
2246,248.0
2247,81.88
2248,94.51
2249,68.39
2250,235.54
2251,74.9
2252,136.0
2253,104.67999999999999
2254,140.48000000000002
2255,74.00999999999999
2256,88.63
2257,82.56
2258,76.38
2259,46.6
2260,2.0
2261,18.0
2262,140.0
2263,49.8
2264,78.0
2265,216.0
2266,81.18
2267,89.27
2268,77.19
2269,92.98
2270,86.0
2271,101.34
2272,56.269999999999996
2273,204.0
2274,78.2
2275,81.24
2276,72.84
2277,71.69999999999999
2278,59.18
2279,56.0
2280,100.0
2281,20.0
2282,46.0
2283,110.0
2284,72.35
2285,96.0
2286,104.0
2287,111.11999999999999
2288,219.6
2289,99.02
2290,181.96
2291,236.0
2292,68.0
2293,70.13
2294,81.58
2295,52.0
2296,52.0
2297,186.0
2298,119.28999999999999
2299,103.85
2300,76.48
2301,83.88
2302,57.84
2303,152.0
2304,64.74
2305,6.460000000000003
2306,202.0
2307,82.91
2308,58.08
2309,142.0
2310,160.92000000000002
2311,93.74000000000001
2312,142.0
2313,139.45
2314,72.89
2315,79.5
2316,68.5
2317,83.75
2318,43.86999999999999
2319,78.0
2320,248.0
2321,82.76
2322,85.75
2323,82.26
2324,164.0
2325,72.48
2326,98.2
2327,62.25
2328,32.01
2329,150.0
2330,100.75
2331,58.48
2332,52.46
2333,140.0
2334,146.2
2335,81.60000000000001
2336,102.9
2337,170.47
2338,232.0
2339,69.34
2340,46.400000000000006
2341,198.0
2342,63.19
2343,37.48
2344,40.0
2345,74.0
2346,92.0
2347,220.0
2348,77.8
2349,54.76
2350,250.0
2351,93.25
2352,92.98
2353,67.2
2354,102.6
2355,228.67
2356,70.28
2357,100.0
2358,46.0
2359,56.0
2360,54.0
2361,132.0
2362,24.480000000000004
2363,234.0
2364,79.91
2365,200.0
2366,52.0
2367,46.37
2368,174.0
2369,127.77
2370,78.4
2371,74.97999999999999
2372,18.0
2373,44.0
2374,200.0
2375,75.5
2376,69.24000000000001
2377,62.81999999999999
2378,70.0
2379,94.0
2380,172.0
2381,75.16
2382,119.58
2383,96.82000000000001
2384,66.49
2385,15.440000000000007
2386,50.0
2387,142.0
2388,144.9
2389,90.05000000000001
2390,155.24
2391,44.38
2392,202.0
2393,57.7
2394,29.12
2395,172.0
2396,133.24
2397,43.32
2398,112.0
2399,182.72
2400,80.36999999999999
2401,81.44
2402,90.0
2403,186.0
2404,118.71
2405,54.480000000000004
2406,128.0
2407,79.2
2408,136.65
2409,88.12
2410,106.75
2411,120.24
2412,62.96
2413,84.0
2414,202.0
2415,89.78
2416,57.89
2417,192.0
2418,59.160000000000004
2419,50.0
2420,218.0
2421,81.95
2422,85.62
2423,81.6
2424,104.57000000000001
2425,94.86
2426,76.31000000000002
2427,183.64999999999998
2428,86.05
2429,72.0
2430,130.0
2431,69.7
2432,186.0
2433,76.69
2434,120.89999999999999
2435,68.91
2436,220.0
2437,69.0
2438,59.3
2439,99.5
2440,62.0
2441,216.0
2442,97.56
2443,242.0
2444,67.92999999999999
2445,77.41
2446,47.92
2447,46.0
2448,156.0
2449,148.0
2450,55.6
2451,218.0
2452,82.16
2453,194.0
2454,76.14
2455,118.04
2456,57.47
2457,110.0
2458,136.5
2459,72.7
2460,123.64999999999999
2461,112.83
2462,95.54
2463,18.88
2464,92.0
2465,206.0
2466,92.67
2467,33.4
2468,212.0
2469,64.4
2470,136.91
2471,73.44
2472,76.25
2473,163.28
2474,65.60000000000001
2475,242.0
2476,67.15
2477,70.55
2478,77.68
2479,176.0
2480,124.28
2481,28.17
2482,218.0
2483,83.31
2484,212.0
2485,90.64
2486,184.0
2487,75.82
2488,96.12
2489,109.06
2490,224.0
2491,78.28
2492,192.0
2493,90.78
2494,72.08
2495,4.0
2496,206.0
2497,66.84
2498,150.26
2499,40.0
2500,226.0
2501,76.11
2502,212.0
2503,90.32000000000001
2504,212.0
2505,90.32000000000001
2506,164.0
2507,104.72
2508,103.88
2509,218.0
2510,84.46
2511,190.0
2512,92.5
2513,72.03999999999999
2514,218.0
2515,84.46
2516,212.0
2517,90.64
2518,212.0
2519,61.2
2520,175.95999999999998
2521,58.86000000000001
2522,218.0
2523,80.77999999999999
2524,8.48
2525,218.0
2526,84.46
2527,212.0
2528,87.76
2529,212.0
2530,67.92
2531,114.24
2532,63.06
2533,164.0
2534,140.08
2535,32.35
2536,218.0
2537,84.46
2538,212.0
2539,90.0
2540,212.0
2541,83.6
2542,34.269999999999996
2543,218.0
2544,84.46
2545,212.0
2546,90.64
2547,212.0
2548,90.64
2549,212.0
2550,88.72
2551,212.0
2552,88.72
2553,212.0
2554,90.64
2555,212.0
2556,90.64
2557,212.0
2558,88.08
2559,212.0
2560,90.64
2561,212.0
2562,90.64
2563,212.0
2564,90.64
2565,212.0
2566,90.0
2567,212.0
2568,90.64
2569,212.0
2570,90.64
2571,212.0
2572,90.64
2573,212.0
2574,90.64
2575,212.0
2576,90.64
2577,212.0
2578,90.64
2579,212.0
2580,90.64
2581,212.0
2582,90.64
2583,212.0
2584,90.64
2585,212.0
2586,90.64
2587,212.0
2588,90.64
2589,212.0
2590,90.64
2591,212.0
2592,90.64
2593,212.0
2594,90.64
2595,212.0
2596,90.0
2597,76.0
2598,206.0
2599,99.64
2600,218.0
2601,84.46
2602,212.0
2603,90.64
2604,212.0
2605,90.64
2606,212.0
2607,83.6
2608,27.560000000000002
2609,218.0
2610,84.46
2611,212.0
2612,90.64
2613,212.0
2614,61.84
2615,171.72
2616,54.5
2617,224.0
2618,78.28
2619,212.0
2620,90.64
2621,212.0
2622,90.64
2623,212.0
2624,90.64
2625,212.0
2626,90.64
2627,212.0
2628,90.64
2629,212.0
2630,88.72
2631,212.0
2632,90.64
2633,212.0
2634,90.64
2635,212.0
2636,90.64
2637,212.0
2638,90.64
2639,212.0
2640,90.64
2641,212.0
2642,87.76
2643,212.0
2644,90.64
2645,212.0
2646,90.64
2647,212.0
2648,90.64
2649,212.0
2650,90.64
2651,212.0
2652,90.64
2653,212.0
2654,90.64
2655,212.0
2656,90.64
2657,212.0
2658,90.64
2659,212.0
2660,90.64
2661,212.0
2662,90.64
2663,212.0
2664,90.64
2665,212.0
2666,90.64
2667,212.0
2668,90.64
2669,212.0
2670,90.64
2671,212.0
2672,90.64
2673,212.0
2674,90.64
2675,212.0
2676,68.88000000000001
2677,125.08
2678,6.54
2679,224.0
2680,78.28
2681,212.0
2682,88.72
2683,212.0
2684,90.64
2685,212.0
2686,90.64
2687,212.0
2688,90.64
2689,212.0
2690,90.64
2691,212.0
2692,90.64
2693,212.0
2694,90.64
2695,212.0
2696,90.64
2697,212.0
2698,90.64
2699,212.0
2700,90.64
2701,212.0
2702,90.64
2703,212.0
2704,90.64
2705,212.0
2706,90.64
2707,212.0
2708,90.64
2709,212.0
2710,90.32000000000001
2711,212.0
2712,90.64
2713,212.0
2714,90.64
2715,212.0
2716,90.64
2717,212.0
2718,90.64
2719,212.0
2720,90.64
2721,212.0
2722,90.64
2723,212.0
2724,90.64
2725,212.0
2726,90.64
2727,212.0
2728,90.64
2729,212.0
2730,90.64
2731,212.0
2732,90.64
2733,212.0
2734,90.64
2735,212.0
2736,90.32000000000001
2737,212.0
2738,90.64
2739,212.0
2740,90.64
2741,212.0
2742,90.64
2743,212.0
2744,90.64
2745,212.0
2746,90.64
2747,212.0
2748,90.64
2749,212.0
2750,88.72
2751,212.0
2752,90.64
2753,212.0
2754,90.64
2755,212.0
2756,90.64
2757,212.0
2758,90.64
2759,212.0
2760,90.64
2761,212.0
2762,87.76
2763,212.0
2764,90.64
2765,212.0
2766,79.44
2767,55.120000000000005
2768,218.0
2769,84.46
2770,212.0
2771,88.44000000000001
2772,212.0
2773,90.64
2774,212.0
2775,90.64
2776,212.0
2777,90.64
2778,212.0
2779,90.64
2780,212.0
2781,90.64
2782,212.0
2783,90.64
2784,212.0
2785,90.64
2786,212.0
2787,90.64
2788,212.0
2789,90.64
2790,212.0
2791,90.64
2792,212.0
2793,90.64
2794,212.0
2795,90.64
2796,212.0
2797,74.64
2798,86.92
2799,218.0
2800,84.46
2801,212.0
2802,90.64
2803,212.0
2804,90.64
2805,212.0
2806,90.64
2807,212.0
2808,90.64
2809,212.0
2810,90.64
2811,212.0
2812,90.64
2813,212.0
2814,90.64
2815,212.0
2816,90.64
2817,212.0
2818,87.11999999999999
2819,4.24
2820,218.0
2821,84.46
2822,212.0
2823,90.64
2824,212.0
2825,90.64
2826,212.0
2827,90.64
2828,212.0
2829,90.64
2830,212.0
2831,90.64
2832,212.0
2833,90.64
2834,212.0
2835,90.64
2836,212.0
2837,90.64
2838,212.0
2839,90.64
2840,212.0
2841,90.64
2842,212.0
2843,90.64
2844,212.0
2845,90.64
2846,212.0
2847,90.64
2848,212.0
2849,90.64
2850,212.0
2851,90.64
2852,212.0
2853,90.64
2854,212.0
2855,90.64
2856,212.0
2857,90.64
2858,212.0
2859,51.32000000000001
2860,29.680000000000003
2861,218.0
2862,84.46
2863,212.0
2864,90.64
2865,212.0
2866,90.64
2867,212.0
2868,90.64
2869,212.0
2870,90.64
2871,212.0
2872,90.64
2873,212.0
2874,90.64
2875,212.0
2876,90.64
2877,212.0
2878,90.64
2879,212.0
2880,90.64
2881,212.0
2882,90.0
2883,212.0
2884,90.64
2885,212.0
2886,90.64
2887,212.0
2888,90.64
2889,212.0
2890,90.64
2891,212.0
2892,90.64
2893,212.0
2894,90.64
2895,212.0
2896,90.64
2897,212.0
2898,90.64
2899,212.0
2900,90.64
2901,212.0
2902,90.64
2903,212.0
2904,90.64
2905,212.0
2906,90.64
2907,138.0
2908,166.86
2909,59.36000000000001
2910,218.0
2911,84.46
2912,212.0
2913,69.2
2914,122.96
2915,4.36
2916,224.0
2917,78.28
2918,212.0
2919,90.64
2920,212.0
2921,90.64
2922,212.0
2923,87.76
2924,212.0
2925,90.64
2926,212.0
2927,90.64
2928,212.0
2929,90.64
2930,212.0
2931,90.64
2932,212.0
2933,90.64
2934,212.0
2935,90.64
2936,212.0
2937,90.64
2938,212.0
2939,90.64
2940,212.0
2941,90.64
2942,212.0
2943,90.64
2944,212.0
2945,90.64
2946,212.0
2947,90.64
2948,212.0
2949,90.64
2950,212.0
2951,90.64
2952,212.0
2953,90.64
2954,212.0
2955,90.64
2956,212.0
2957,90.64
2958,212.0
2959,90.64
2960,212.0
2961,84.56
2962,21.200000000000003
2963,218.0
2964,84.46
2965,212.0
2966,90.64
2967,212.0
2968,90.64
2969,212.0
2970,90.64
2971,212.0
2972,90.64
2973,212.0
2974,90.64
2975,212.0
2976,88.72
2977,212.0
2978,90.64
2979,212.0
2980,90.64
2981,128.0
2982,177.16
2983,69.96000000000001
2984,218.0
2985,37.309999999999995
2986,23.32
2987,218.0
2988,84.46
2989,212.0
2990,90.64
2991,212.0
2992,90.64
2993,212.0
2994,90.64
2995,212.0
2996,90.64
2997,212.0
2998,90.64
2999,212.0
3000,90.64
3001,212.0
3002,90.64
3003,212.0
3004,90.64
3005,212.0
3006,90.64
3007,212.0
3008,90.64
3009,212.0
3010,90.64
3011,212.0
3012,90.64
3013,212.0
3014,90.64
3015,212.0
3016,90.64
3017,212.0
3018,90.64
3019,212.0
3020,90.64
3021,212.0
3022,90.64
3023,212.0
3024,90.64
3025,212.0
3026,90.64
3027,212.0
3028,90.64
3029,212.0
3030,90.64
3031,212.0
3032,90.64
3033,212.0
3034,90.64
3035,212.0
3036,90.64
3037,212.0
3038,90.64
3039,212.0
3040,90.64
3041,104.0
3042,201.88
3043,95.4
3044,218.0
3045,84.46
3046,212.0
3047,90.64
3048,212.0
3049,90.64
3050,212.0
3051,90.64
3052,212.0
3053,90.64
3054,212.0
3055,90.64
3056,212.0
3057,90.64
3058,212.0
3059,90.64
3060,212.0
3061,90.64
3062,212.0
3063,90.64
3064,212.0
3065,90.64
3066,212.0
3067,90.64
3068,212.0
3069,90.64
3070,212.0
3071,90.64
3072,212.0
3073,90.64
3074,212.0
3075,90.64
3076,212.0
3077,90.64
3078,212.0
3079,90.64
3080,212.0
3081,90.64
3082,212.0
3083,90.64
3084,212.0
3085,90.64
3086,212.0
3087,90.64
3088,212.0
3089,90.64
3090,212.0
3091,90.64
3092,212.0
3093,90.64
3094,212.0
3095,90.64
3096,212.0
3097,90.64
3098,212.0
3099,90.64
3100,212.0
3101,90.64
3102,212.0
3103,90.64
3104,212.0
3105,90.64
3106,212.0
3107,90.64
3108,212.0
3109,90.32000000000001
3110,212.0
3111,90.64
3112,212.0
3113,90.64
3114,212.0
3115,90.64
3116,212.0
3117,90.64
3118,212.0
3119,90.64
3120,212.0
3121,90.64
3122,212.0
3123,90.64
3124,212.0
3125,90.64
3126,212.0
3127,90.64
3128,212.0
3129,90.64
3130,212.0
3131,90.64
3132,212.0
3133,90.64
3134,212.0
3135,90.64
3136,212.0
3137,90.64
3138,212.0
3139,90.64
3140,212.0
3141,90.64
3142,212.0
3143,90.64
3144,212.0
3145,90.64
3146,212.0
3147,90.64
3148,212.0
3149,90.64
3150,212.0
3151,90.64
3152,212.0
3153,90.64
3154,212.0
3155,90.64
3156,212.0
3157,90.64
3158,212.0
3159,90.64
3160,212.0
3161,90.64
3162,212.0
3163,90.64
3164,212.0
3165,90.64
3166,212.0
3167,90.64
3168,212.0
3169,90.64
3170,212.0
3171,90.64
3172,212.0
3173,90.64
3174,212.0
3175,90.64
3176,212.0
3177,90.64
3178,212.0
3179,90.64
3180,212.0
3181,90.64
3182,212.0
3183,90.64
3184,212.0
3185,90.64
3186,212.0
3187,90.64
3188,212.0
3189,90.64
3190,212.0
3191,90.64
3192,212.0
3193,90.64
3194,212.0
3195,90.64
3196,212.0
3197,89.36
3198,212.0
3199,90.64
3200,212.0
3201,90.64
3202,212.0
3203,90.64
3204,212.0
3205,90.64
3206,212.0
3207,90.64
3208,212.0
3209,90.64
3210,212.0
3211,90.64
3212,212.0
3213,90.64
3214,212.0
3215,90.64
3216,212.0
3217,90.64
3218,212.0
3219,90.64
3220,212.0
3221,90.64
3222,212.0
3223,90.64
3224,212.0
3225,90.64
3226,212.0
3227,90.64
3228,212.0
3229,90.64
3230,212.0
3231,90.64
3232,212.0
3233,90.64
3234,212.0
3235,90.64
3236,212.0
3237,90.64
3238,212.0
3239,90.64
3240,212.0
3241,90.64
3242,212.0
3243,90.64
3244,212.0
3245,84.56
3246,21.200000000000003
3247,218.0
3248,84.46
3249,212.0
3250,90.64
3251,212.0
3252,90.64
3253,212.0
3254,90.64
3255,212.0
3256,90.64
3257,212.0
3258,90.64
3259,212.0
3260,90.64
3261,212.0
3262,90.64
3263,212.0
3264,90.64
3265,212.0
3266,90.64
3267,212.0
3268,90.64
3269,212.0
3270,90.64
3271,212.0
3272,90.64
3273,212.0
3274,90.64
3275,212.0
3276,90.64
3277,212.0
3278,90.64
3279,212.0
3280,90.64
3281,212.0
3282,82.32000000000001
3283,36.04
3284,218.0
3285,84.46
3286,212.0
3287,90.64
3288,212.0
3289,90.64
3290,212.0
3291,90.64
3292,212.0
3293,90.64
3294,212.0
3295,90.64
3296,212.0
3297,90.64
3298,212.0
3299,90.64
3300,212.0
3301,90.32000000000001
3302,212.0
3303,90.64
3304,212.0
3305,90.64
3306,212.0
3307,90.64
3308,212.0
3309,90.64
3310,212.0
3311,90.64
3312,212.0
3313,90.64
3314,212.0
3315,90.64
3316,212.0
3317,90.64
3318,212.0
3319,90.64
3320,212.0
3321,90.64
3322,212.0
3323,90.64
3324,212.0
3325,90.64
3326,212.0
3327,90.64
3328,212.0
3329,90.64
3330,212.0
3331,90.64
3332,212.0
3333,90.64
3334,212.0
3335,90.64
3336,212.0
3337,90.64
3338,212.0
3339,90.64
3340,212.0
3341,90.64
3342,212.0
3343,90.64
3344,212.0
3345,90.64
3346,212.0
3347,90.64
3348,212.0
3349,90.64
3350,212.0
3351,90.64
3352,212.0
3353,90.64
3354,212.0
3355,90.64
3356,212.0
3357,90.64
3358,212.0
3359,90.64
3360,212.0
3361,90.64
3362,212.0
3363,90.64
3364,212.0
3365,90.64
3366,212.0
3367,90.64
3368,212.0
3369,90.64
3370,212.0
3371,90.64
3372,212.0
3373,90.64
3374,212.0
3375,90.64
3376,212.0
3377,90.64
3378,212.0
3379,90.64
3380,212.0
3381,90.64
3382,212.0
3383,90.64
3384,212.0
3385,78.16
3386,63.599999999999994
3387,218.0
3388,84.46
3389,212.0
3390,90.64
3391,212.0
3392,90.64
3393,212.0
3394,90.64
3395,212.0
3396,90.64
3397,212.0
3398,90.64
3399,212.0
3400,90.64
3401,212.0
3402,90.64
3403,212.0
3404,90.64
3405,212.0
3406,90.64
3407,212.0
3408,90.64
3409,212.0
3410,90.64
3411,212.0
3412,90.64
3413,212.0
3414,90.64
3415,212.0
3416,89.68
3417,212.0
3418,90.64
3419,212.0
3420,90.64
3421,212.0
3422,90.64
3423,172.0
3424,131.84
3425,23.32
3426,218.0
3427,84.46
3428,212.0
3429,90.64
3430,212.0
3431,90.64
3432,212.0
3433,90.64
3434,212.0
3435,90.64
3436,212.0
3437,90.64
3438,212.0
3439,90.64
3440,212.0
3441,90.64
3442,212.0
3443,90.64
3444,212.0
3445,90.64
3446,212.0
3447,90.64
3448,212.0
3449,90.64
3450,212.0
3451,90.64
3452,212.0
3453,90.64
3454,212.0
3455,90.64
3456,212.0
3457,90.64
3458,212.0
3459,90.64
3460,212.0
3461,90.64
3462,212.0
3463,90.64
3464,212.0
3465,55.44
3466,14.840000000000002
3467,218.0
3468,84.46
3469,212.0
3470,90.64
3471,212.0
3472,90.64
3473,212.0
3474,90.64
3475,212.0
3476,90.64
3477,212.0
3478,90.64
3479,212.0
3480,90.64
3481,212.0
3482,90.64
3483,212.0
3484,90.64
3485,212.0
3486,90.64
3487,212.0
3488,90.64
3489,212.0
3490,90.64
3491,212.0
3492,90.64
3493,212.0
3494,90.64
3495,212.0
3496,90.64
3497,212.0
3498,90.64
3499,212.0
3500,90.64
3501,212.0
3502,90.64
3503,212.0
3504,90.64
3505,212.0
3506,90.64
3507,212.0
3508,90.64
3509,212.0
3510,90.64
3511,212.0
3512,90.64
3513,212.0
3514,90.64
3515,212.0
3516,90.64
3517,212.0
3518,90.64
3519,212.0
3520,90.64
3521,212.0
3522,90.64
3523,212.0
3524,90.64
3525,212.0
3526,90.64
3527,212.0
3528,90.64
3529,212.0
3530,90.64
3531,212.0
3532,90.64
3533,212.0
3534,90.64
3535,212.0
3536,90.64
3537,212.0
3538,90.64
3539,212.0
3540,90.64
3541,212.0
3542,90.64
3543,212.0
3544,90.64
3545,212.0
3546,90.64
3547,212.0
3548,90.64
3549,212.0
3550,90.64
3551,212.0
3552,90.64
3553,212.0
3554,90.64
3555,212.0
3556,90.64
3557,212.0
3558,90.64
3559,212.0
3560,90.64
3561,212.0
3562,90.64
3563,212.0
3564,90.64
3565,212.0
3566,90.64
3567,212.0
3568,90.64
3569,212.0
3570,90.64
3571,212.0
3572,90.64
3573,212.0
3574,90.64
3575,212.0
3576,90.64
3577,212.0
3578,90.64
3579,212.0
3580,-28.160000000000004
3581,95.4
3582,218.0
3583,84.46
3584,212.0
3585,90.64
3586,212.0
3587,90.64
3588,212.0
3589,90.64
3590,212.0
3591,90.64
3592,212.0
3593,90.64
3594,212.0
3595,90.64
3596,212.0
3597,90.64
3598,212.0
3599,90.64
3600,212.0
3601,90.64
3602,212.0
3603,90.64
3604,212.0
3605,90.64
3606,212.0
3607,90.64
3608,212.0
3609,90.64
3610,212.0
3611,90.64
3612,212.0
3613,90.64
3614,212.0
3615,90.64
3616,212.0
3617,90.64
3618,212.0
3619,90.64
3620,212.0
3621,90.64
3622,212.0
3623,90.64
3624,212.0
3625,90.64
3626,212.0
3627,90.64
3628,212.0
3629,90.64
3630,212.0
3631,90.64
3632,212.0
3633,90.64
3634,212.0
3635,90.64
3636,212.0
3637,90.64
3638,212.0
3639,90.64
3640,212.0
3641,90.64
3642,212.0
3643,90.64
3644,212.0
3645,90.64
3646,212.0
3647,90.64
3648,212.0
3649,90.64
3650,212.0
3651,90.64
3652,212.0
3653,90.64
3654,212.0
3655,90.64
3656,212.0
3657,90.64
3658,212.0
3659,90.64
3660,212.0
3661,90.64
3662,212.0
3663,90.64
3664,212.0
3665,90.64
3666,212.0
3667,90.64
3668,212.0
3669,90.64
3670,212.0
3671,90.64
3672,212.0
3673,90.64
3674,212.0
3675,90.64
3676,212.0
3677,90.64
3678,212.0
3679,90.64
3680,212.0
3681,90.64
3682,212.0
3683,90.64
3684,212.0
3685,90.64
3686,212.0
3687,90.64
3688,212.0
3689,90.64
3690,212.0
3691,90.64
3692,212.0
3693,90.64
3694,212.0
3695,90.64
3696,-98.0
3697,206.0
3698,99.64
3699,218.0
3700,84.46
3701,212.0
3702,90.32000000000001
3703,212.0
3704,90.64
3705,212.0
3706,90.64
3707,212.0
3708,90.64
3709,212.0
3710,90.64
3711,212.0
3712,90.64
3713,212.0
3714,90.64
3715,212.0
3716,62.160000000000004
3717,169.60000000000002
3718,52.32
3719,224.0
3720,78.28
3721,212.0
3722,90.64
3723,212.0
3724,90.64
3725,212.0
3726,90.64
3727,212.0
3728,90.64
3729,212.0
3730,90.64
3731,212.0
3732,90.64
3733,212.0
3734,90.64
3735,212.0
3736,90.64
3737,212.0
3738,90.64
3739,212.0
3740,90.64
3741,212.0
3742,90.64
3743,212.0
3744,90.64
3745,212.0
3746,90.64
3747,212.0
3748,90.64
3749,212.0
3750,90.64
3751,212.0
3752,90.64
3753,212.0
3754,90.64
3755,212.0
3756,90.64
3757,212.0
3758,90.64
3759,212.0
3760,90.64
3761,212.0
3762,90.64
3763,212.0
3764,90.64
3765,212.0
3766,90.64
3767,212.0
3768,90.64
3769,212.0
3770,90.64
3771,212.0
3772,89.68
3773,212.0
3774,90.64
3775,212.0
3776,90.64
3777,212.0
3778,90.64
3779,212.0
3780,90.64
3781,212.0
3782,90.64
3783,212.0
3784,90.64
3785,212.0
3786,90.64
3787,212.0
3788,90.64
3789,212.0
3790,90.64
3791,212.0
3792,90.64
3793,212.0
3794,90.64
3795,212.0
3796,90.64
3797,212.0
3798,90.64
3799,212.0
3800,90.64
3801,212.0
3802,90.64
3803,212.0
3804,90.64
3805,212.0
3806,90.64
3807,212.0
3808,90.64
3809,212.0
3810,90.64
3811,212.0
3812,87.11999999999999
3813,4.24
3814,218.0
3815,84.46
