,Rewards Episodi,actor_losses,critic_losses
243,302.11,"tf.Tensor(-6.748575, shape=(), dtype=float32)","tf.Tensor(255.51318, shape=(), dtype=float32)"
244,302.32,"tf.Tensor(-6.75574, shape=(), dtype=float32)","tf.Tensor(351.49146, shape=(), dtype=float32)"
245,302.32,"tf.Tensor(-6.7628746, shape=(), dtype=float32)","tf.Tensor(298.05328, shape=(), dtype=float32)"
246,372.6,"tf.Tensor(-10.157544, shape=(), dtype=float32)","tf.Tensor(348.89053, shape=(), dtype=float32)"
247,302.46,"tf.Tensor(-6.78035, shape=(), dtype=float32)","tf.Tensor(216.74861, shape=(), dtype=float32)"
248,354.53999999999996,"tf.Tensor(-10.182995, shape=(), dtype=float32)","tf.Tensor(420.1225, shape=(), dtype=float32)"
249,302.46,"tf.Tensor(-6.7972393, shape=(), dtype=float32)","tf.Tensor(263.08923, shape=(), dtype=float32)"
250,302.64,"tf.Tensor(-6.8045874, shape=(), dtype=float32)","tf.Tensor(365.01495, shape=(), dtype=float32)"
251,508.02,"tf.Tensor(-13.631732, shape=(), dtype=float32)","tf.Tensor(557.7267, shape=(), dtype=float32)"
252,307.26,"tf.Tensor(-10.243091, shape=(), dtype=float32)","tf.Tensor(322.63522, shape=(), dtype=float32)"
253,302.46,"tf.Tensor(-6.8377233, shape=(), dtype=float32)","tf.Tensor(249.84584, shape=(), dtype=float32)"
254,299.76,"tf.Tensor(-6.8450117, shape=(), dtype=float32)","tf.Tensor(197.52972, shape=(), dtype=float32)"
255,457.22,"tf.Tensor(-13.711767, shape=(), dtype=float32)","tf.Tensor(537.401, shape=(), dtype=float32)"
256,336.43000000000006,"tf.Tensor(-10.303281, shape=(), dtype=float32)","tf.Tensor(441.71906, shape=(), dtype=float32)"
257,302.46,"tf.Tensor(-6.8783617, shape=(), dtype=float32)","tf.Tensor(247.45737, shape=(), dtype=float32)"
258,302.0,"tf.Tensor(-6.8858476, shape=(), dtype=float32)","tf.Tensor(301.36777, shape=(), dtype=float32)"
259,329.87,"tf.Tensor(-10.342768, shape=(), dtype=float32)","tf.Tensor(400.8733, shape=(), dtype=float32)"
260,302.46,"tf.Tensor(-6.904607, shape=(), dtype=float32)","tf.Tensor(294.61133, shape=(), dtype=float32)"
261,302.64,"tf.Tensor(-6.9120817, shape=(), dtype=float32)","tf.Tensor(223.18365, shape=(), dtype=float32)"
262,302.64,"tf.Tensor(-6.9192796, shape=(), dtype=float32)","tf.Tensor(276.9017, shape=(), dtype=float32)"
263,300.72,"tf.Tensor(-6.9262843, shape=(), dtype=float32)","tf.Tensor(196.4318, shape=(), dtype=float32)"
264,300.72,"tf.Tensor(-6.9329467, shape=(), dtype=float32)","tf.Tensor(299.67288, shape=(), dtype=float32)"
265,302.64,"tf.Tensor(-6.939796, shape=(), dtype=float32)","tf.Tensor(298.88354, shape=(), dtype=float32)"
266,302.64,"tf.Tensor(-6.946836, shape=(), dtype=float32)","tf.Tensor(230.69635, shape=(), dtype=float32)"
267,300.08,"tf.Tensor(-6.9537992, shape=(), dtype=float32)","tf.Tensor(239.989, shape=(), dtype=float32)"
268,302.64,"tf.Tensor(-6.960759, shape=(), dtype=float32)","tf.Tensor(219.95488, shape=(), dtype=float32)"
269,302.64,"tf.Tensor(-6.9677343, shape=(), dtype=float32)","tf.Tensor(306.14923, shape=(), dtype=float32)"
270,302.64,"tf.Tensor(-6.9750257, shape=(), dtype=float32)","tf.Tensor(249.0749, shape=(), dtype=float32)"
271,302.0,"tf.Tensor(-6.9823847, shape=(), dtype=float32)","tf.Tensor(287.21133, shape=(), dtype=float32)"
272,302.64,"tf.Tensor(-6.9897523, shape=(), dtype=float32)","tf.Tensor(273.27298, shape=(), dtype=float32)"
273,302.64,"tf.Tensor(-6.996872, shape=(), dtype=float32)","tf.Tensor(269.55023, shape=(), dtype=float32)"
274,302.64,"tf.Tensor(-7.00376, shape=(), dtype=float32)","tf.Tensor(289.85837, shape=(), dtype=float32)"
275,302.64,"tf.Tensor(-7.0107555, shape=(), dtype=float32)","tf.Tensor(295.5549, shape=(), dtype=float32)"
276,302.64,"tf.Tensor(-7.0176177, shape=(), dtype=float32)","tf.Tensor(206.09833, shape=(), dtype=float32)"
277,302.64,"tf.Tensor(-7.0241675, shape=(), dtype=float32)","tf.Tensor(219.64035, shape=(), dtype=float32)"
278,302.64,"tf.Tensor(-7.0305333, shape=(), dtype=float32)","tf.Tensor(216.3118, shape=(), dtype=float32)"
279,302.64,"tf.Tensor(-7.037036, shape=(), dtype=float32)","tf.Tensor(285.36746, shape=(), dtype=float32)"
280,302.64,"tf.Tensor(-7.043309, shape=(), dtype=float32)","tf.Tensor(237.53893, shape=(), dtype=float32)"
281,302.64,"tf.Tensor(-7.0500255, shape=(), dtype=float32)","tf.Tensor(359.76978, shape=(), dtype=float32)"
282,302.64,"tf.Tensor(-7.056947, shape=(), dtype=float32)","tf.Tensor(298.48035, shape=(), dtype=float32)"
283,302.64,"tf.Tensor(-7.06364, shape=(), dtype=float32)","tf.Tensor(285.89163, shape=(), dtype=float32)"
284,302.64,"tf.Tensor(-7.070764, shape=(), dtype=float32)","tf.Tensor(314.1863, shape=(), dtype=float32)"
285,302.64,"tf.Tensor(-7.0778956, shape=(), dtype=float32)","tf.Tensor(228.57648, shape=(), dtype=float32)"
286,302.0,"tf.Tensor(-7.084288, shape=(), dtype=float32)","tf.Tensor(312.0072, shape=(), dtype=float32)"
287,381.64,"tf.Tensor(-10.639269, shape=(), dtype=float32)","tf.Tensor(434.55054, shape=(), dtype=float32)"
288,302.46,"tf.Tensor(-7.1015368, shape=(), dtype=float32)","tf.Tensor(347.9015, shape=(), dtype=float32)"
289,302.64,"tf.Tensor(-7.1084423, shape=(), dtype=float32)","tf.Tensor(209.14207, shape=(), dtype=float32)"
290,302.64,"tf.Tensor(-7.1151137, shape=(), dtype=float32)","tf.Tensor(240.96938, shape=(), dtype=float32)"
291,323.16,"tf.Tensor(-10.685198, shape=(), dtype=float32)","tf.Tensor(439.7153, shape=(), dtype=float32)"
292,302.46,"tf.Tensor(-7.1321435, shape=(), dtype=float32)","tf.Tensor(337.66727, shape=(), dtype=float32)"
293,302.64,"tf.Tensor(-7.1392345, shape=(), dtype=float32)","tf.Tensor(250.57637, shape=(), dtype=float32)"
294,500.06000000000006,"tf.Tensor(-14.300244, shape=(), dtype=float32)","tf.Tensor(598.8235, shape=(), dtype=float32)"
295,302.28,"tf.Tensor(-7.1609817, shape=(), dtype=float32)","tf.Tensor(229.7258, shape=(), dtype=float32)"
296,302.64,"tf.Tensor(-7.1683807, shape=(), dtype=float32)","tf.Tensor(331.95718, shape=(), dtype=float32)"
297,302.64,"tf.Tensor(-7.1757617, shape=(), dtype=float32)","tf.Tensor(242.15027, shape=(), dtype=float32)"
298,302.64,"tf.Tensor(-7.182986, shape=(), dtype=float32)","tf.Tensor(233.1857, shape=(), dtype=float32)"
299,302.64,"tf.Tensor(-7.189989, shape=(), dtype=float32)","tf.Tensor(263.49313, shape=(), dtype=float32)"
300,302.64,"tf.Tensor(-7.197074, shape=(), dtype=float32)","tf.Tensor(284.31805, shape=(), dtype=float32)"
301,300.72,"tf.Tensor(-7.2041063, shape=(), dtype=float32)","tf.Tensor(341.82147, shape=(), dtype=float32)"
302,302.64,"tf.Tensor(-7.211593, shape=(), dtype=float32)","tf.Tensor(352.5582, shape=(), dtype=float32)"
303,302.64,"tf.Tensor(-7.2192163, shape=(), dtype=float32)","tf.Tensor(273.0169, shape=(), dtype=float32)"
304,302.64,"tf.Tensor(-7.2264953, shape=(), dtype=float32)","tf.Tensor(306.23917, shape=(), dtype=float32)"
305,302.64,"tf.Tensor(-7.2333813, shape=(), dtype=float32)","tf.Tensor(353.09485, shape=(), dtype=float32)"
306,302.64,"tf.Tensor(-7.240215, shape=(), dtype=float32)","tf.Tensor(199.50496, shape=(), dtype=float32)"
307,299.76,"tf.Tensor(-7.247035, shape=(), dtype=float32)","tf.Tensor(288.1613, shape=(), dtype=float32)"
308,302.64,"tf.Tensor(-7.253888, shape=(), dtype=float32)","tf.Tensor(309.71313, shape=(), dtype=float32)"
309,302.64,"tf.Tensor(-7.260509, shape=(), dtype=float32)","tf.Tensor(249.06424, shape=(), dtype=float32)"
310,302.64,"tf.Tensor(-7.2670937, shape=(), dtype=float32)","tf.Tensor(306.15225, shape=(), dtype=float32)"
311,302.64,"tf.Tensor(-7.274198, shape=(), dtype=float32)","tf.Tensor(308.55295, shape=(), dtype=float32)"
312,302.64,"tf.Tensor(-7.281621, shape=(), dtype=float32)","tf.Tensor(352.74808, shape=(), dtype=float32)"
313,302.64,"tf.Tensor(-7.289014, shape=(), dtype=float32)","tf.Tensor(358.46262, shape=(), dtype=float32)"
314,302.64,"tf.Tensor(-7.2966943, shape=(), dtype=float32)","tf.Tensor(326.47406, shape=(), dtype=float32)"
315,302.64,"tf.Tensor(-7.3041234, shape=(), dtype=float32)","tf.Tensor(292.5692, shape=(), dtype=float32)"
316,302.64,"tf.Tensor(-7.311223, shape=(), dtype=float32)","tf.Tensor(288.45612, shape=(), dtype=float32)"
317,302.64,"tf.Tensor(-7.3185167, shape=(), dtype=float32)","tf.Tensor(318.75534, shape=(), dtype=float32)"
318,302.64,"tf.Tensor(-7.325574, shape=(), dtype=float32)","tf.Tensor(269.98706, shape=(), dtype=float32)"
319,302.64,"tf.Tensor(-7.332312, shape=(), dtype=float32)","tf.Tensor(210.70695, shape=(), dtype=float32)"
320,302.64,"tf.Tensor(-7.3391614, shape=(), dtype=float32)","tf.Tensor(298.5636, shape=(), dtype=float32)"
321,302.64,"tf.Tensor(-7.3458667, shape=(), dtype=float32)","tf.Tensor(283.50552, shape=(), dtype=float32)"
322,302.64,"tf.Tensor(-7.3522706, shape=(), dtype=float32)","tf.Tensor(221.51117, shape=(), dtype=float32)"
323,302.64,"tf.Tensor(-7.358812, shape=(), dtype=float32)","tf.Tensor(294.76538, shape=(), dtype=float32)"
324,412.5,"tf.Tensor(-14.738395, shape=(), dtype=float32)","tf.Tensor(681.9929, shape=(), dtype=float32)"
325,302.28,"tf.Tensor(-7.379633, shape=(), dtype=float32)","tf.Tensor(247.89539, shape=(), dtype=float32)"
326,300.72,"tf.Tensor(-7.3864317, shape=(), dtype=float32)","tf.Tensor(321.34167, shape=(), dtype=float32)"
327,302.64,"tf.Tensor(-7.3932476, shape=(), dtype=float32)","tf.Tensor(303.17004, shape=(), dtype=float32)"
328,302.64,"tf.Tensor(-7.4001007, shape=(), dtype=float32)","tf.Tensor(294.62878, shape=(), dtype=float32)"
329,302.64,"tf.Tensor(-7.406944, shape=(), dtype=float32)","tf.Tensor(339.58313, shape=(), dtype=float32)"
330,302.64,"tf.Tensor(-7.414154, shape=(), dtype=float32)","tf.Tensor(251.21051, shape=(), dtype=float32)"
331,302.64,"tf.Tensor(-7.421238, shape=(), dtype=float32)","tf.Tensor(239.73996, shape=(), dtype=float32)"
332,302.64,"tf.Tensor(-7.428208, shape=(), dtype=float32)","tf.Tensor(244.20886, shape=(), dtype=float32)"
333,302.64,"tf.Tensor(-7.435205, shape=(), dtype=float32)","tf.Tensor(334.05484, shape=(), dtype=float32)"
334,302.64,"tf.Tensor(-7.442302, shape=(), dtype=float32)","tf.Tensor(286.59274, shape=(), dtype=float32)"
335,302.64,"tf.Tensor(-7.4495025, shape=(), dtype=float32)","tf.Tensor(307.43118, shape=(), dtype=float32)"
336,302.64,"tf.Tensor(-7.457105, shape=(), dtype=float32)","tf.Tensor(329.24387, shape=(), dtype=float32)"
337,302.64,"tf.Tensor(-7.4647713, shape=(), dtype=float32)","tf.Tensor(287.3081, shape=(), dtype=float32)"
338,302.64,"tf.Tensor(-7.472373, shape=(), dtype=float32)","tf.Tensor(370.69696, shape=(), dtype=float32)"
339,302.64,"tf.Tensor(-7.4803624, shape=(), dtype=float32)","tf.Tensor(321.30273, shape=(), dtype=float32)"
340,302.32,"tf.Tensor(-7.4877357, shape=(), dtype=float32)","tf.Tensor(275.3468, shape=(), dtype=float32)"
341,302.64,"tf.Tensor(-7.4951873, shape=(), dtype=float32)","tf.Tensor(313.33554, shape=(), dtype=float32)"
342,302.64,"tf.Tensor(-7.5028076, shape=(), dtype=float32)","tf.Tensor(267.87112, shape=(), dtype=float32)"
343,302.64,"tf.Tensor(-7.510132, shape=(), dtype=float32)","tf.Tensor(364.3041, shape=(), dtype=float32)"
344,302.64,"tf.Tensor(-7.5171885, shape=(), dtype=float32)","tf.Tensor(261.13675, shape=(), dtype=float32)"
345,302.64,"tf.Tensor(-7.524346, shape=(), dtype=float32)","tf.Tensor(237.66148, shape=(), dtype=float32)"
346,302.64,"tf.Tensor(-7.531374, shape=(), dtype=float32)","tf.Tensor(281.03903, shape=(), dtype=float32)"
347,302.64,"tf.Tensor(-7.5381956, shape=(), dtype=float32)","tf.Tensor(286.68, shape=(), dtype=float32)"
348,302.64,"tf.Tensor(-7.5451026, shape=(), dtype=float32)","tf.Tensor(302.60968, shape=(), dtype=float32)"
349,302.64,"tf.Tensor(-7.5517945, shape=(), dtype=float32)","tf.Tensor(234.39883, shape=(), dtype=float32)"
350,302.64,"tf.Tensor(-7.5582433, shape=(), dtype=float32)","tf.Tensor(347.87064, shape=(), dtype=float32)"
351,302.64,"tf.Tensor(-7.5645185, shape=(), dtype=float32)","tf.Tensor(269.2568, shape=(), dtype=float32)"
352,302.64,"tf.Tensor(-7.570829, shape=(), dtype=float32)","tf.Tensor(350.25986, shape=(), dtype=float32)"
353,302.32,"tf.Tensor(-7.577511, shape=(), dtype=float32)","tf.Tensor(314.29453, shape=(), dtype=float32)"
354,302.64,"tf.Tensor(-7.5843577, shape=(), dtype=float32)","tf.Tensor(335.6914, shape=(), dtype=float32)"
355,302.64,"tf.Tensor(-7.5914826, shape=(), dtype=float32)","tf.Tensor(260.8917, shape=(), dtype=float32)"
356,302.64,"tf.Tensor(-7.5990086, shape=(), dtype=float32)","tf.Tensor(303.65976, shape=(), dtype=float32)"
357,302.64,"tf.Tensor(-7.6062484, shape=(), dtype=float32)","tf.Tensor(312.3591, shape=(), dtype=float32)"
358,302.64,"tf.Tensor(-7.6134963, shape=(), dtype=float32)","tf.Tensor(310.31924, shape=(), dtype=float32)"
359,302.64,"tf.Tensor(-7.620978, shape=(), dtype=float32)","tf.Tensor(338.82767, shape=(), dtype=float32)"
360,300.72,"tf.Tensor(-7.6282935, shape=(), dtype=float32)","tf.Tensor(292.5843, shape=(), dtype=float32)"
361,302.64,"tf.Tensor(-7.635265, shape=(), dtype=float32)","tf.Tensor(266.6955, shape=(), dtype=float32)"
362,302.64,"tf.Tensor(-7.6420703, shape=(), dtype=float32)","tf.Tensor(299.89163, shape=(), dtype=float32)"
363,302.64,"tf.Tensor(-7.648978, shape=(), dtype=float32)","tf.Tensor(306.42847, shape=(), dtype=float32)"
364,302.64,"tf.Tensor(-7.6556354, shape=(), dtype=float32)","tf.Tensor(280.03964, shape=(), dtype=float32)"
365,302.64,"tf.Tensor(-7.6618896, shape=(), dtype=float32)","tf.Tensor(251.70868, shape=(), dtype=float32)"
366,299.76,"tf.Tensor(-7.6680684, shape=(), dtype=float32)","tf.Tensor(293.69016, shape=(), dtype=float32)"
367,302.64,"tf.Tensor(-7.6744533, shape=(), dtype=float32)","tf.Tensor(299.6075, shape=(), dtype=float32)"
368,346.56,"tf.Tensor(-11.523998, shape=(), dtype=float32)","tf.Tensor(394.8924, shape=(), dtype=float32)"
369,302.46,"tf.Tensor(-7.690399, shape=(), dtype=float32)","tf.Tensor(382.29007, shape=(), dtype=float32)"
370,300.44,"tf.Tensor(-7.6964207, shape=(), dtype=float32)","tf.Tensor(283.4018, shape=(), dtype=float32)"
371,302.64,"tf.Tensor(-7.7020826, shape=(), dtype=float32)","tf.Tensor(289.6738, shape=(), dtype=float32)"
372,302.64,"tf.Tensor(-7.70793, shape=(), dtype=float32)","tf.Tensor(385.19736, shape=(), dtype=float32)"
373,302.64,"tf.Tensor(-7.7141223, shape=(), dtype=float32)","tf.Tensor(296.68396, shape=(), dtype=float32)"
374,302.64,"tf.Tensor(-7.7200856, shape=(), dtype=float32)","tf.Tensor(296.9932, shape=(), dtype=float32)"
375,302.64,"tf.Tensor(-7.7261925, shape=(), dtype=float32)","tf.Tensor(272.5477, shape=(), dtype=float32)"
376,302.64,"tf.Tensor(-7.7324595, shape=(), dtype=float32)","tf.Tensor(396.51065, shape=(), dtype=float32)"
377,302.64,"tf.Tensor(-7.7391148, shape=(), dtype=float32)","tf.Tensor(296.45764, shape=(), dtype=float32)"
378,302.64,"tf.Tensor(-7.74604, shape=(), dtype=float32)","tf.Tensor(365.27625, shape=(), dtype=float32)"
379,302.64,"tf.Tensor(-7.7526054, shape=(), dtype=float32)","tf.Tensor(318.8154, shape=(), dtype=float32)"
380,302.64,"tf.Tensor(-7.7590513, shape=(), dtype=float32)","tf.Tensor(267.44724, shape=(), dtype=float32)"
381,302.64,"tf.Tensor(-7.7653894, shape=(), dtype=float32)","tf.Tensor(286.0752, shape=(), dtype=float32)"
382,302.64,"tf.Tensor(-7.771609, shape=(), dtype=float32)","tf.Tensor(267.5566, shape=(), dtype=float32)"
383,373.56,"tf.Tensor(-11.669631, shape=(), dtype=float32)","tf.Tensor(482.25516, shape=(), dtype=float32)"
384,302.46,"tf.Tensor(-7.787915, shape=(), dtype=float32)","tf.Tensor(320.63605, shape=(), dtype=float32)"
385,302.64,"tf.Tensor(-7.7947474, shape=(), dtype=float32)","tf.Tensor(318.92615, shape=(), dtype=float32)"
386,302.64,"tf.Tensor(-7.801775, shape=(), dtype=float32)","tf.Tensor(359.5921, shape=(), dtype=float32)"
387,302.64,"tf.Tensor(-7.8086915, shape=(), dtype=float32)","tf.Tensor(343.52945, shape=(), dtype=float32)"
388,302.64,"tf.Tensor(-7.815425, shape=(), dtype=float32)","tf.Tensor(370.52527, shape=(), dtype=float32)"
389,302.64,"tf.Tensor(-7.822289, shape=(), dtype=float32)","tf.Tensor(267.33826, shape=(), dtype=float32)"
390,302.64,"tf.Tensor(-7.8294954, shape=(), dtype=float32)","tf.Tensor(389.84204, shape=(), dtype=float32)"
391,302.64,"tf.Tensor(-7.8371053, shape=(), dtype=float32)","tf.Tensor(335.2349, shape=(), dtype=float32)"
392,302.64,"tf.Tensor(-7.8446765, shape=(), dtype=float32)","tf.Tensor(335.60242, shape=(), dtype=float32)"
393,303.36,"tf.Tensor(-11.781006, shape=(), dtype=float32)","tf.Tensor(526.9082, shape=(), dtype=float32)"
394,302.46,"tf.Tensor(-7.8635325, shape=(), dtype=float32)","tf.Tensor(334.86093, shape=(), dtype=float32)"
395,302.64,"tf.Tensor(-7.871658, shape=(), dtype=float32)","tf.Tensor(410.93665, shape=(), dtype=float32)"
396,302.64,"tf.Tensor(-7.8797655, shape=(), dtype=float32)","tf.Tensor(300.9062, shape=(), dtype=float32)"
397,302.64,"tf.Tensor(-7.8874493, shape=(), dtype=float32)","tf.Tensor(374.1325, shape=(), dtype=float32)"
398,302.64,"tf.Tensor(-7.894798, shape=(), dtype=float32)","tf.Tensor(306.31885, shape=(), dtype=float32)"
399,302.64,"tf.Tensor(-7.902231, shape=(), dtype=float32)","tf.Tensor(335.51587, shape=(), dtype=float32)"
400,302.64,"tf.Tensor(-7.9095235, shape=(), dtype=float32)","tf.Tensor(288.58865, shape=(), dtype=float32)"
401,302.64,"tf.Tensor(-7.917208, shape=(), dtype=float32)","tf.Tensor(466.45297, shape=(), dtype=float32)"
402,302.64,"tf.Tensor(-7.924862, shape=(), dtype=float32)","tf.Tensor(290.77353, shape=(), dtype=float32)"
403,302.64,"tf.Tensor(-7.9318724, shape=(), dtype=float32)","tf.Tensor(397.63284, shape=(), dtype=float32)"
404,302.64,"tf.Tensor(-7.93905, shape=(), dtype=float32)","tf.Tensor(298.933, shape=(), dtype=float32)"
405,302.64,"tf.Tensor(-7.9461436, shape=(), dtype=float32)","tf.Tensor(298.24164, shape=(), dtype=float32)"
406,302.64,"tf.Tensor(-7.9536595, shape=(), dtype=float32)","tf.Tensor(364.4911, shape=(), dtype=float32)"
407,302.64,"tf.Tensor(-7.961239, shape=(), dtype=float32)","tf.Tensor(366.72644, shape=(), dtype=float32)"
408,302.64,"tf.Tensor(-7.9688597, shape=(), dtype=float32)","tf.Tensor(358.778, shape=(), dtype=float32)"
409,302.64,"tf.Tensor(-7.9764147, shape=(), dtype=float32)","tf.Tensor(310.03113, shape=(), dtype=float32)"
410,302.64,"tf.Tensor(-7.9839892, shape=(), dtype=float32)","tf.Tensor(357.80975, shape=(), dtype=float32)"
411,302.64,"tf.Tensor(-7.9916563, shape=(), dtype=float32)","tf.Tensor(304.69946, shape=(), dtype=float32)"
412,302.64,"tf.Tensor(-7.9988775, shape=(), dtype=float32)","tf.Tensor(309.98676, shape=(), dtype=float32)"
413,293.0,"tf.Tensor(-12.010784, shape=(), dtype=float32)","tf.Tensor(482.04767, shape=(), dtype=float32)"
414,302.46,"tf.Tensor(-8.015539, shape=(), dtype=float32)","tf.Tensor(311.01035, shape=(), dtype=float32)"
415,302.64,"tf.Tensor(-8.022413, shape=(), dtype=float32)","tf.Tensor(354.90485, shape=(), dtype=float32)"
416,302.64,"tf.Tensor(-8.029288, shape=(), dtype=float32)","tf.Tensor(334.86688, shape=(), dtype=float32)"
417,302.64,"tf.Tensor(-8.036347, shape=(), dtype=float32)","tf.Tensor(352.8736, shape=(), dtype=float32)"
418,302.64,"tf.Tensor(-8.043116, shape=(), dtype=float32)","tf.Tensor(339.32266, shape=(), dtype=float32)"
419,302.64,"tf.Tensor(-8.049658, shape=(), dtype=float32)","tf.Tensor(265.243, shape=(), dtype=float32)"
420,302.64,"tf.Tensor(-8.055726, shape=(), dtype=float32)","tf.Tensor(302.40363, shape=(), dtype=float32)"
421,302.64,"tf.Tensor(-8.0615, shape=(), dtype=float32)","tf.Tensor(343.1303, shape=(), dtype=float32)"
422,302.64,"tf.Tensor(-8.067421, shape=(), dtype=float32)","tf.Tensor(424.32657, shape=(), dtype=float32)"
423,302.64,"tf.Tensor(-8.073914, shape=(), dtype=float32)","tf.Tensor(300.16425, shape=(), dtype=float32)"
424,302.0,"tf.Tensor(-8.0806875, shape=(), dtype=float32)","tf.Tensor(434.3654, shape=(), dtype=float32)"
425,302.64,"tf.Tensor(-8.087699, shape=(), dtype=float32)","tf.Tensor(294.089, shape=(), dtype=float32)"
426,302.64,"tf.Tensor(-8.094593, shape=(), dtype=float32)","tf.Tensor(332.80414, shape=(), dtype=float32)"
427,302.64,"tf.Tensor(-8.101031, shape=(), dtype=float32)","tf.Tensor(337.7707, shape=(), dtype=float32)"
428,302.64,"tf.Tensor(-8.107441, shape=(), dtype=float32)","tf.Tensor(381.28024, shape=(), dtype=float32)"
429,302.64,"tf.Tensor(-8.11377, shape=(), dtype=float32)","tf.Tensor(264.65475, shape=(), dtype=float32)"
430,302.64,"tf.Tensor(-8.120119, shape=(), dtype=float32)","tf.Tensor(362.47305, shape=(), dtype=float32)"
431,302.64,"tf.Tensor(-8.1264515, shape=(), dtype=float32)","tf.Tensor(327.19193, shape=(), dtype=float32)"
432,302.64,"tf.Tensor(-8.132534, shape=(), dtype=float32)","tf.Tensor(313.31818, shape=(), dtype=float32)"
433,302.64,"tf.Tensor(-8.138359, shape=(), dtype=float32)","tf.Tensor(345.484, shape=(), dtype=float32)"
434,302.64,"tf.Tensor(-8.144164, shape=(), dtype=float32)","tf.Tensor(344.21466, shape=(), dtype=float32)"
435,302.64,"tf.Tensor(-8.150526, shape=(), dtype=float32)","tf.Tensor(358.87042, shape=(), dtype=float32)"
436,302.64,"tf.Tensor(-8.157264, shape=(), dtype=float32)","tf.Tensor(319.86234, shape=(), dtype=float32)"
437,364.22,"tf.Tensor(-12.247936, shape=(), dtype=float32)","tf.Tensor(470.5221, shape=(), dtype=float32)"
438,302.46,"tf.Tensor(-8.172961, shape=(), dtype=float32)","tf.Tensor(287.0137, shape=(), dtype=float32)"
439,408.52,"tf.Tensor(-16.36393, shape=(), dtype=float32)","tf.Tensor(651.7263, shape=(), dtype=float32)"
440,302.28,"tf.Tensor(-8.190871, shape=(), dtype=float32)","tf.Tensor(353.0182, shape=(), dtype=float32)"
441,302.64,"tf.Tensor(-8.197439, shape=(), dtype=float32)","tf.Tensor(396.20078, shape=(), dtype=float32)"
442,302.64,"tf.Tensor(-8.204453, shape=(), dtype=float32)","tf.Tensor(346.45468, shape=(), dtype=float32)"
443,299.76,"tf.Tensor(-8.211109, shape=(), dtype=float32)","tf.Tensor(394.92953, shape=(), dtype=float32)"
444,302.64,"tf.Tensor(-8.217856, shape=(), dtype=float32)","tf.Tensor(362.68137, shape=(), dtype=float32)"
445,302.64,"tf.Tensor(-8.224634, shape=(), dtype=float32)","tf.Tensor(392.78992, shape=(), dtype=float32)"
446,302.64,"tf.Tensor(-8.231402, shape=(), dtype=float32)","tf.Tensor(310.49542, shape=(), dtype=float32)"
447,302.64,"tf.Tensor(-8.238256, shape=(), dtype=float32)","tf.Tensor(395.33234, shape=(), dtype=float32)"
448,302.64,"tf.Tensor(-8.245108, shape=(), dtype=float32)","tf.Tensor(357.97906, shape=(), dtype=float32)"
449,302.64,"tf.Tensor(-8.252205, shape=(), dtype=float32)","tf.Tensor(374.7784, shape=(), dtype=float32)"
450,302.64,"tf.Tensor(-8.259465, shape=(), dtype=float32)","tf.Tensor(355.3447, shape=(), dtype=float32)"
451,302.64,"tf.Tensor(-8.267282, shape=(), dtype=float32)","tf.Tensor(373.4089, shape=(), dtype=float32)"
452,302.64,"tf.Tensor(-8.275263, shape=(), dtype=float32)","tf.Tensor(407.14578, shape=(), dtype=float32)"
453,302.64,"tf.Tensor(-8.283198, shape=(), dtype=float32)","tf.Tensor(305.71878, shape=(), dtype=float32)"
454,302.64,"tf.Tensor(-8.291004, shape=(), dtype=float32)","tf.Tensor(416.15976, shape=(), dtype=float32)"
455,302.64,"tf.Tensor(-8.298873, shape=(), dtype=float32)","tf.Tensor(386.61694, shape=(), dtype=float32)"
456,302.64,"tf.Tensor(-8.306511, shape=(), dtype=float32)","tf.Tensor(385.75095, shape=(), dtype=float32)"
457,302.64,"tf.Tensor(-8.313879, shape=(), dtype=float32)","tf.Tensor(312.69708, shape=(), dtype=float32)"
458,302.64,"tf.Tensor(-8.320881, shape=(), dtype=float32)","tf.Tensor(293.19608, shape=(), dtype=float32)"
459,302.64,"tf.Tensor(-8.327875, shape=(), dtype=float32)","tf.Tensor(324.04803, shape=(), dtype=float32)"
460,302.64,"tf.Tensor(-8.334842, shape=(), dtype=float32)","tf.Tensor(353.24976, shape=(), dtype=float32)"
461,302.64,"tf.Tensor(-8.342253, shape=(), dtype=float32)","tf.Tensor(350.47025, shape=(), dtype=float32)"
462,317.76,"tf.Tensor(-12.528063, shape=(), dtype=float32)","tf.Tensor(563.067, shape=(), dtype=float32)"
463,302.46,"tf.Tensor(-8.3611145, shape=(), dtype=float32)","tf.Tensor(398.766, shape=(), dtype=float32)"
464,302.64,"tf.Tensor(-8.368256, shape=(), dtype=float32)","tf.Tensor(406.65677, shape=(), dtype=float32)"
465,302.64,"tf.Tensor(-8.375884, shape=(), dtype=float32)","tf.Tensor(394.66626, shape=(), dtype=float32)"
466,302.64,"tf.Tensor(-8.383, shape=(), dtype=float32)","tf.Tensor(368.2484, shape=(), dtype=float32)"
467,302.64,"tf.Tensor(-8.389933, shape=(), dtype=float32)","tf.Tensor(391.03616, shape=(), dtype=float32)"
468,302.64,"tf.Tensor(-8.396168, shape=(), dtype=float32)","tf.Tensor(300.95688, shape=(), dtype=float32)"
469,300.72,"tf.Tensor(-8.402249, shape=(), dtype=float32)","tf.Tensor(362.58023, shape=(), dtype=float32)"
